FID,mode,season,year,route_id,route_name,direction_id,day_type_id,time_period_id,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,stop_order_real,main_branch,ashmont_branch,braintree_branch,average_flow_min,day_type_weekday,stop_Alewife,stop_Andrew,stop_Ashmont,stop_Braintree,stop_Broadway,stop_Central,stop_Charles/MGH,stop_Davis,stop_Downtown Crossing,stop_Fields Corner,stop_Harvard,stop_JFK/Umass,stop_Kendall/MIT,stop_North Quincy,stop_Park Street,stop_Porter,stop_Quincy Adams,stop_Quincy Center,stop_Savin Hill,stop_Shawmut,stop_South Station,stop_Wollaston,time_period_AM_PEAK,time_period_EARLY_AM,time_period_EVENING,time_period_LATE_EVENING,time_period_MIDDAY_BASE,time_period_MIDDAY_SCHOOL,time_period_NIGHT,time_period_PM_PEAK,time_period_VERY_EARLY_MORNING
5355,1,Fall,2019,Red,Red Line,1,1,1,place-asmnl,743,0,77,10,0,10,,0,1,0,0.055865921787709494,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5358,1,Fall,2019,Red,Red Line,0,1,7,place-qnctr,2397,100907,77,31,1310,1339,16.0,0,0,1,6.4066985645933014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
5359,1,Fall,2019,Red,Red Line,1,1,1,place-brdwy,3695,4431,77,48,58,1417,,1,0,0,7.916201117318436,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5360,1,Fall,2019,Red,Red Line,1,1,5,place-portr,6046,85409,77,79,1109,3102,,1,0,0,20.818791946308725,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5361,1,Fall,2019,Red,Red Line,1,1,8,place-asmnl,9591,0,77,125,0,125,,0,1,0,1.050420168067227,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5364,1,Fall,2019,Red,Red Line,0,1,7,place-shmnl,2784,42671,77,36,554,2723,14.0,0,1,0,13.028708133971293,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5365,1,Fall,2019,Red,Red Line,1,1,1,place-brntn,0,0,77,0,0,0,,0,0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5366,1,Fall,2019,Red,Red Line,1,1,5,place-qamnl,20964,1624,77,272,21,542,,0,0,1,3.6375838926174495,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5367,1,Fall,2019,Red,Red Line,1,1,8,place-brdwy,9011,2270,77,117,29,501,,1,0,0,4.2100840336134455,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5368,1,Fall,2019,Red,Red Line,1,1,8,place-brntn,2897,0,77,38,0,38,,0,0,1,0.31932773109243695,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5369,1,Fall,2019,Red,Red Line,1,1,8,place-chmnl,12271,5259,77,159,68,1681,,1,0,0,14.126050420168067,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5370,1,Fall,2019,Red,Red Line,1,1,8,place-cntsq,15375,29313,77,200,381,1500,,1,0,0,12.605042016806722,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5371,1,Fall,2019,Red,Red Line,1,1,8,place-davis,1246,44182,77,16,574,420,,1,0,0,3.5294117647058822,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5372,1,Fall,2019,Red,Red Line,1,1,8,place-dwnxg,30415,20835,77,395,271,1043,,1,0,0,8.764705882352942,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5373,1,Fall,2019,Red,Red Line,1,1,8,place-fldcr,4138,1995,77,54,26,168,,0,1,0,1.411764705882353,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5374,1,Fall,2019,Red,Red Line,1,1,8,place-harsq,14453,27627,77,188,359,1329,,1,0,0,11.168067226890756,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5375,1,Fall,2019,Red,Red Line,1,1,8,place-jfk,4857,4810,77,63,62,404,,1,0,0,3.3949579831932772,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5376,1,Fall,2019,Red,Red Line,1,1,8,place-knncl,13235,13275,77,172,172,1681,,1,0,0,14.126050420168067,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5377,1,Fall,2019,Red,Red Line,1,1,8,place-nqncy,4304,1410,77,56,18,221,,0,0,1,1.8571428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5378,1,Fall,2019,Red,Red Line,1,1,8,place-pktrm,66446,24316,77,863,316,1590,,1,0,0,13.361344537815127,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5379,1,Fall,2019,Red,Red Line,1,1,8,place-portr,1786,28778,77,23,374,978,,1,0,0,8.218487394957982,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5380,1,Fall,2019,Red,Red Line,1,1,8,place-qamnl,1848,435,77,24,6,56,,0,0,1,0.47058823529411764,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5381,1,Fall,2019,Red,Red Line,1,1,8,place-qnctr,8860,294,77,115,4,167,,0,0,1,1.403361344537815,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5382,1,Fall,2019,Red,Red Line,1,1,8,place-shmnl,1486,379,77,19,5,182,,0,1,0,1.5294117647058822,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5383,1,Fall,2019,Red,Red Line,1,1,8,place-smmnl,1499,301,77,19,4,140,,0,1,0,1.1764705882352942,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5384,1,Fall,2019,Red,Red Line,1,1,8,place-sstat,36708,4538,77,477,59,919,,1,0,0,7.722689075630252,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5385,1,Fall,2019,Red,Red Line,1,1,8,place-wlsta,2086,813,77,27,11,184,,0,0,1,1.546218487394958,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5386,1,Fall,2019,Red,Red Line,1,1,9,place-alfcl,0,1737,77,0,23,0,,1,0,0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5387,1,Fall,2019,Red,Red Line,1,1,9,place-andrw,587,366,77,8,5,40,,1,0,0,0.22346368715083798,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5388,1,Fall,2019,Red,Red Line,1,1,9,place-asmnl,1406,0,77,18,0,18,,0,1,0,0.1005586592178771,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5389,1,Fall,2019,Red,Red Line,1,1,9,place-brdwy,1339,210,77,17,3,55,,1,0,0,0.30726256983240224,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5390,1,Fall,2019,Red,Red Line,1,1,9,place-brntn,261,0,77,3,0,3,,0,0,1,0.01675977653631285,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5391,1,Fall,2019,Red,Red Line,1,1,9,place-chmnl,1503,634,77,20,8,195,,1,0,0,1.089385474860335,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5392,1,Fall,2019,Red,Red Line,1,1,9,place-cntsq,2245,4038,77,29,52,177,,1,0,0,0.9888268156424581,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5393,1,Fall,2019,Red,Red Line,1,1,9,place-davis,101,7021,77,1,91,23,,1,0,0,0.12849162011173185,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5394,1,Fall,2019,Red,Red Line,1,1,9,place-dwnxg,3582,3091,77,47,40,137,,1,0,0,0.7653631284916201,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5395,1,Fall,2019,Red,Red Line,1,1,9,place-fldcr,537,220,77,7,3,23,,0,1,0,0.12849162011173185,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5396,1,Fall,2019,Red,Red Line,1,1,9,place-harsq,2460,3508,77,32,46,164,,1,0,0,0.9162011173184358,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5397,1,Fall,2019,Red,Red Line,1,1,9,place-jfk,395,753,77,5,10,37,,1,0,0,0.20670391061452514,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5398,1,Fall,2019,Red,Red Line,1,1,9,place-knncl,2251,1801,77,29,23,201,,1,0,0,1.1229050279329609,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5399,1,Fall,2019,Red,Red Line,1,1,9,place-nqncy,363,166,77,5,2,19,,0,0,1,0.10614525139664804,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5400,1,Fall,2019,Red,Red Line,1,1,9,place-pktrm,7577,3979,77,98,52,184,,1,0,0,1.0279329608938548,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5401,1,Fall,2019,Red,Red Line,1,1,9,place-portr,299,4262,77,4,55,112,,1,0,0,0.6256983240223464,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5402,1,Fall,2019,Red,Red Line,1,1,9,place-qamnl,190,16,77,2,0,6,,0,0,1,0.0335195530726257,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5403,1,Fall,2019,Red,Red Line,1,1,9,place-qnctr,781,31,77,10,0,15,,0,0,1,0.08379888268156424,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5404,1,Fall,2019,Red,Red Line,1,1,9,place-shmnl,139,142,77,2,2,23,,0,1,0,0.12849162011173185,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5405,1,Fall,2019,Red,Red Line,1,1,9,place-smmnl,120,44,77,2,1,19,,0,1,0,0.10614525139664804,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5406,1,Fall,2019,Red,Red Line,1,1,9,place-sstat,6190,355,77,80,5,131,,1,0,0,0.7318435754189944,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5407,1,Fall,2019,Red,Red Line,1,1,9,place-wlsta,127,82,77,2,1,16,,0,0,1,0.0893854748603352,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5409,1,Fall,2019,Red,Red Line,1,1,5,place-qnctr,54394,3657,77,706,47,1201,,0,0,1,8.060402684563758,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5411,1,Fall,2019,Red,Red Line,1,1,1,place-chmnl,788,20015,77,10,260,627,,1,0,0,3.5027932960893855,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5413,1,Fall,2019,Red,Red Line,0,1,7,place-smmnl,1212,45323,77,16,589,1340,16.0,0,1,0,6.411483253588517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
5415,1,Fall,2019,Red,Red Line,1,1,1,place-cntsq,1104,10171,77,14,132,261,,1,0,0,1.458100558659218,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5417,1,Fall,2019,Red,Red Line,0,1,7,place-sstat,154908,93704,77,2012,1217,9321,10.0,1,0,0,44.59808612440192,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
5418,1,Fall,2019,Red,Red Line,1,1,1,place-davis,668,2871,77,9,37,101,,1,0,0,0.5642458100558659,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5420,1,Fall,2019,Red,Red Line,1,1,5,place-shmnl,16287,4319,77,212,56,1887,,0,1,0,12.664429530201343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5422,1,Fall,2019,Red,Red Line,0,1,7,place-wlsta,2891,59767,77,38,776,2618,15.0,0,0,1,12.526315789473685,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5423,1,Fall,2019,Red,Red Line,1,1,1,place-dwnxg,12187,28392,77,158,369,997,,1,0,0,5.569832402234637,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5425,1,Fall,2019,Red,Red Line,1,1,5,place-smmnl,17338,2832,77,225,37,1234,,0,1,0,8.281879194630873,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5427,1,Fall,2019,Red,Red Line,0,1,8,place-alfcl,9202,0,77,120,0,120,1.0,1,0,0,1.0084033613445378,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5428,1,Fall,2019,Red,Red Line,1,1,1,place-fldcr,17356,31,77,225,0,370,,0,1,0,2.0670391061452515,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5430,1,Fall,2019,Red,Red Line,1,1,5,place-sstat,149227,51783,77,1938,673,6347,,1,0,0,42.59731543624161,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5432,1,Fall,2019,Red,Red Line,0,1,8,place-andrw,6109,17622,77,79,229,2361,12.0,1,0,0,19.840336134453782,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5433,1,Fall,2019,Red,Red Line,1,1,1,place-harsq,912,8812,77,12,114,159,,1,0,0,0.888268156424581,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5435,1,Fall,2019,Red,Red Line,1,1,5,place-wlsta,15039,5811,77,195,75,1321,,0,0,1,8.865771812080537,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5465,1,Fall,2019,Red,Red Line,0,1,8,place-asmnl,0,30148,77,0,392,0,17.0,0,1,0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5466,1,Fall,2019,Red,Red Line,1,1,1,place-jfk,7172,2852,77,93,37,1323,,1,0,0,7.391061452513966,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5468,1,Fall,2019,Red,Red Line,1,1,6,place-alfcl,0,408993,77,0,5312,0,,1,0,0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5469,1,Fall,2019,Red,Red Line,0,1,8,place-brdwy,6748,10516,77,88,137,2510,11.0,1,0,0,21.092436974789916,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5470,1,Fall,2019,Red,Red Line,1,1,6,place-andrw,42037,20536,77,546,267,4788,,1,0,0,32.13422818791946,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5472,1,Fall,2019,Red,Red Line,1,1,1,place-knncl,224,19341,77,3,251,379,,1,0,0,2.11731843575419,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5473,1,Fall,2019,Red,Red Line,0,1,8,place-brntn,0,11500,77,0,149,0,18.0,0,0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5474,1,Fall,2019,Red,Red Line,0,1,8,place-chmnl,20876,4777,77,271,62,1670,7.0,1,0,0,14.033613445378151,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5475,1,Fall,2019,Red,Red Line,1,1,1,place-nqncy,18649,587,77,242,8,812,,0,0,1,4.5363128491620115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5477,1,Fall,2019,Red,Red Line,0,1,8,place-cntsq,28512,7839,77,370,102,1231,5.0,1,0,0,10.344537815126051,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5478,1,Fall,2019,Red,Red Line,1,1,1,place-pktrm,13188,22404,77,171,291,877,,1,0,0,4.899441340782123,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5479,1,Fall,2019,Red,Red Line,1,1,6,place-asmnl,69616,0,77,904,0,904,,0,1,0,6.067114093959732,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5480,1,Fall,2019,Red,Red Line,0,1,8,place-davis,16661,1226,77,216,16,320,2.0,1,0,0,2.689075630252101,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5482,1,Fall,2019,Red,Red Line,1,1,6,place-brdwy,58050,18530,77,754,241,5301,,1,0,0,35.577181208053695,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5483,1,Fall,2019,Red,Red Line,1,1,1,place-portr,214,2432,77,3,32,130,,1,0,0,0.7262569832402235,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5484,1,Fall,2019,Red,Red Line,0,1,8,place-dwnxg,44470,30784,77,578,400,2360,9.0,1,0,0,19.831932773109244,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5486,1,Fall,2019,Red,Red Line,1,1,6,place-brntn,31235,0,77,406,0,406,,0,0,1,2.7248322147651005,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5487,1,Fall,2019,Red,Red Line,0,1,8,place-fldcr,1359,29221,77,18,379,561,15.0,0,1,0,4.714285714285714,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5488,1,Fall,2019,Red,Red Line,1,1,1,place-qamnl,15298,0,77,199,0,199,,0,0,1,1.111731843575419,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5511,1,Fall,2019,Red,Red Line,0,1,8,place-harsq,41924,4848,77,544,63,963,4.0,1,0,0,8.092436974789916,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5512,1,Fall,2019,Red,Red Line,1,1,6,place-chmnl,113559,42691,77,1475,554,15253,,1,0,0,102.36912751677852,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5513,1,Fall,2019,Red,Red Line,1,1,1,place-qnctr,16790,99,77,218,1,415,,0,0,1,2.3184357541899443,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5514,1,Fall,2019,Red,Red Line,1,1,6,place-cntsq,134531,278212,77,1747,3613,15604,,1,0,0,104.7248322147651,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5515,1,Fall,2019,Red,Red Line,0,1,8,place-jfk,8193,24075,77,106,313,1077,13.0,1,0,0,9.050420168067227,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5516,1,Fall,2019,Red,Red Line,1,1,1,place-shmnl,6694,125,77,87,2,455,,0,1,0,2.541899441340782,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5517,1,Fall,2019,Red,Red Line,1,1,6,place-davis,6465,403390,77,84,5239,5312,,1,0,0,35.651006711409394,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5518,1,Fall,2019,Red,Red Line,0,1,8,place-knncl,22520,4825,77,292,63,1461,6.0,1,0,0,12.277310924369749,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5519,1,Fall,2019,Red,Red Line,1,1,6,place-dwnxg,337645,267593,77,4385,3475,11611,,1,0,0,77.9261744966443,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5520,1,Fall,2019,Red,Red Line,0,1,8,place-nqncy,1920,21301,77,25,277,837,14.0,0,0,1,7.033613445378151,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5521,1,Fall,2019,Red,Red Line,1,1,1,place-smmnl,10390,2,77,135,0,145,,0,1,0,0.8100558659217877,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5522,1,Fall,2019,Red,Red Line,0,1,8,place-pktrm,85566,46130,77,1111,599,2182,8.0,1,0,0,18.33613445378151,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5523,1,Fall,2019,Red,Red Line,1,1,6,place-fldcr,38727,11460,77,503,149,1392,,0,1,0,9.342281879194632,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5524,1,Fall,2019,Red,Red Line,1,1,6,place-harsq,106292,227207,77,1380,2951,14034,,1,0,0,94.18791946308725,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5525,1,Fall,2019,Red,Red Line,0,1,8,place-portr,13569,1169,77,176,15,481,3.0,1,0,0,4.042016806722689,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5526,1,Fall,2019,Red,Red Line,1,1,6,place-jfk,110424,29899,77,1434,388,4509,,1,0,0,30.261744966442954,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5527,1,Fall,2019,Red,Red Line,0,1,8,place-qamnl,124,15110,77,2,196,149,17.0,0,0,1,1.2521008403361344,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5528,1,Fall,2019,Red,Red Line,1,1,6,place-knncl,268943,98205,77,3493,1275,17470,,1,0,0,117.24832214765101,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5529,1,Fall,2019,Red,Red Line,0,1,8,place-qnctr,264,22753,77,3,295,344,16.0,0,0,1,2.8907563025210083,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5530,1,Fall,2019,Red,Red Line,1,1,6,place-nqncy,50304,9333,77,653,121,1955,,0,0,1,13.120805369127517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5531,1,Fall,2019,Red,Red Line,1,1,6,place-pktrm,382181,172638,77,4963,2242,14333,,1,0,0,96.19463087248322,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5532,1,Fall,2019,Red,Red Line,0,1,8,place-shmnl,516,11504,77,7,149,923,14.0,0,1,0,7.756302521008403,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5533,1,Fall,2019,Red,Red Line,1,1,6,place-portr,14448,289150,77,188,3755,10466,,1,0,0,70.24161073825503,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
